label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
EAM,1,0,Mobile & IoT Development,Database Management Systems,59.7,Software Engineering,59.6,IoT,58.6,Java,54.6,Digital Logic & Design,51.7,
RE,2,2,Network & Wireless Systems|Data Science & Analytics,Engineering Mathematics-III,100.0,Operating Systems,100.0,Design & Analysis of Algorithms,97.6,Software Engineering,91.6,Data Structures and Algorithms,90.1,weibull|fault tree|simulation|react|risk|reliability
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,93.3,Microcontroller & Embedded Systems,91.3,Database Management Systems,86.4,Software Engineering,86.2,Data Structures and Algorithms,83.4,solar|iot|efficiency|hvac|renewable|seo
CSL,1,3,Network & Wireless Systems,Computer Networks,65.2,Database Management Systems,55.2,Python,49.9,IoT,46.4,Microcontroller & Embedded Systems,45.8,vulnerability|authentication|phishing|agile|firewall|network security|encryption
DBM,3,1,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Database Management Systems,76.5,C++,71.2,Microcontroller & Embedded Systems,69.9,Operating Systems,67.6,Cryptography & Network Security,64.6,kpi|dashboard|crm|analytics|react|web
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,62.0,Data Structures and Algorithms,61.8,Engineering Mathematics-IV,60.0,Artificial Intelligence,59.2,Automata Theory,58.5,simplex|scheduling|inventory|optimization|scipy
OR,1,2,Data Science & Analytics,Engineering Mathematics-IV,81.7,Digital Logic & Design,78.9,IoT,72.19254659996184,Java,71.1,Data Structures and Algorithms,66.0,scheduling|simulation|linear programming|efficiency|queuing|inventory|optimization|scipy
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,75.3,IoT,74.9,Design & Analysis of Algorithms,61.6,Cryptography & Network Security,58.2,Python,56.9,simplex|linear programming|simulation|queuing|inventory|optimization|web
OR,1,1,Data Science & Analytics,Computer Networks,85.1,Engineering Mathematics-IV,82.9,Cryptography & Network Security,79.4,Full Stack Development,79.0,Digital Logic & Design,68.5,supply chain|solar|scheduling|queuing|inventory|scipy
EAM,1,1,Mobile & IoT Development,Java,90.5,Engineering Mathematics-IV,86.4,Automata Theory,86.3,Microcontroller & Embedded Systems,82.4,Operating Systems,82.0,audit|efficiency|renewable
CSL,1,3,Network & Wireless Systems,Cryptography & Network Security,93.8,Artificial Intelligence,87.8,Engineering Mathematics-IV,86.20080251518884,Computer Networks,82.6,C++,81.6,vulnerability|authentication|security|cyber|network security|encryption
OR,1,2,Data Science & Analytics,Python,78.4,Engineering Mathematics-III,65.304769036171,Data Structures and Algorithms,62.0,Computer Networks,62.0,Software Engineering,57.9,simplex|scheduling|simulation|queuing|inventory|scipy|reliability
DBM,3,2,Data Science & Analytics|Web Development|Mobile & IoT Development,Full Stack Development,86.3,Java,74.6,IoT,70.1,Engineering Mathematics-IV,69.1,Computer Networks,67.9,kpi|ecommerce|power|agile|crm|analytics|react
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,100.0,IoT,77.9,Engineering Mathematics-IV,77.0,C++,72.4,Engineering Mathematics-III,71.2,weibull|supply chain|fault tree|statistics|quality|fmea
RE,1,0,Network & Wireless Systems,Python,75.3,Automata Theory,74.7,Design & Analysis of Algorithms,72.4,Engineering Mathematics-III,69.8,Engineering Mathematics-IV,69.1,
RE,1,2,Network & Wireless Systems,Engineering Mathematics-IV,94.7,Digital Logic & Design,82.4,C++,82.3,Cryptography & Network Security,78.3,Engineering Mathematics-III,76.0,fault tree|digital marketing|quality|simulation|testing|probability|risk|reliability
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,Digital Logic & Design,100.0,Microcontroller & Embedded Systems,100.0,Python,100.0,
DBM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,76.3,Software Engineering,72.7,IoT,68.8,Artificial Intelligence,65.6,Engineering Mathematics-IV,65.37821641339093,kpi|ecommerce|digital marketing|dashboard|agile
DBM,2,3,Web Development|Cloud & Distributed Systems,Engineering Mathematics-IV,67.0,C++,62.4,Database Management Systems,61.1,Full Stack Development,61.1,Python,58.3,kpi|ecommerce|linear programming|agile|analytics|react|seo
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Artificial Intelligence,79.5,Python,69.4,C++,68.8,Computer Networks,65.5,Cryptography & Network Security,64.9,vulnerability|simplex|authentication|phishing|security|cyber|network security|scipy|forensics|encryption
OR,1,3,Data Science & Analytics,C++,91.5,Design & Analysis of Algorithms,84.7,Engineering Mathematics-III,82.1,Data Structures and Algorithms,81.6,Automata Theory,79.7,simplex|supply chain|scheduling|linear programming|simulation|queuing|optimization|inventory|scipy
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-IV,61.3,Computer Networks,50.2,Data Structures and Algorithms,47.5,Java,44.8,Software Engineering,44.2,monitoring|power|sensor|hvac|renewable
OR,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,57.7,Java,50.5,Computer Networks,46.2,C++,35.7,Digital Logic & Design,31.0,scipy|linear programming|queuing|optimization
EAM,1,1,Mobile & IoT Development,Engineering Mathematics-IV,58.6,Software Engineering,52.8,Python,49.1,Computer Networks,47.8,Automata Theory,47.6,iot|efficiency|power
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,81.1,Data Structures and Algorithms,78.1,C++,72.1,Digital Logic & Design,67.3,Python,66.5,solar|monitoring|sensor|iot|efficiency|renewable
DBM,1,1,Data Science & Analytics,Database Management Systems,96.7,Python,60.4,Operating Systems,54.8,Automata Theory,44.4,Full Stack Development,43.6,kpi|crm|digital marketing
DBM,1,1,Web Development,Operating Systems,79.3,Engineering Mathematics-III,60.8,Data Structures and Algorithms,58.5,Cryptography & Network Security,54.3,Engineering Mathematics-IV,53.9,digital marketing|kpi|agile
EAM,2,0,Mobile & IoT Development|Network & Wireless Systems,Automata Theory,81.3,Design & Analysis of Algorithms,80.5,Microcontroller & Embedded Systems,78.4,Java,71.6,Engineering Mathematics-III,68.7,
OR,1,3,Data Science & Analytics,Data Structures and Algorithms,65.3,Engineering Mathematics-III,62.79704461970326,Design & Analysis of Algorithms,61.8,Digital Logic & Design,61.1,Microcontroller & Embedded Systems,52.6,simplex|supply chain|linear programming|simulation|security|queuing|inventory|scipy|encryption
DBM,3,1,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Software Engineering,86.3,Design & Analysis of Algorithms,85.6,C++,81.7,Engineering Mathematics-III,81.1,Computer Networks,78.2,web|crm
CSL,1,1,Network & Wireless Systems,Computer Networks,78.0,IoT,76.9,Artificial Intelligence,72.4,Cryptography & Network Security,70.7,Microcontroller & Embedded Systems,68.0,vulnerability|cyber
RE,1,1,Network & Wireless Systems,Design & Analysis of Algorithms,74.3,Engineering Mathematics-III,72.8,Engineering Mathematics-IV,68.1,Microcontroller & Embedded Systems,67.3,Artificial Intelligence,62.0,weibull|statistics|simulation|testing|risk|reliability
EAM,2,1,Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,84.1,Microcontroller & Embedded Systems,83.4,Database Management Systems,81.8,IoT,81.8,Engineering Mathematics-III,79.5,audit|linear programming|efficiency|renewable|energy
RE,1,3,Network & Wireless Systems,C++,60.8,Microcontroller & Embedded Systems,57.7,Automata Theory,53.2,IoT,52.7,Engineering Mathematics-IV,45.3,weibull|fault tree|statistics|quality|fmea|crm|probability|reliability
OR,2,0,Data Science & Analytics|Web Development,Computer Networks,73.7,Database Management Systems,72.4,Engineering Mathematics-III,72.3,Microcontroller & Embedded Systems,71.9,IoT,61.2,
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Data Structures and Algorithms,91.2,Database Management Systems,85.7,Python,84.6,Design & Analysis of Algorithms,80.2,Artificial Intelligence,78.9,vulnerability|phishing|security|firewall|network security|forensics|energy|encryption
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,IoT,67.1,Computer Networks,64.5189836909569,Microcontroller & Embedded Systems,55.1,Python,55.1,C++,47.8,audit|supply chain|solar|monitoring|sensor|hvac
CSL,1,1,Network & Wireless Systems,Digital Logic & Design,95.0,Computer Networks,94.0,Engineering Mathematics-III,90.6,Python,87.6,Engineering Mathematics-IV,86.2,authentication|phishing
OR,1,4,Data Science & Analytics,Database Management Systems,62.66370786530032,C++,59.2,Microcontroller & Embedded Systems,57.6,Software Engineering,56.48245249341447,Engineering Mathematics-IV,55.6,simplex|scheduling|linear programming|queuing|optimization|inventory|scipy
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,65.4,Operating Systems,47.2,Database Management Systems,46.7,C++,46.3,Automata Theory,44.8,fault tree|statistics|quality|simulation|testing|optimization|risk|reliability
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,100.0,Digital Logic & Design,100.0,Computer Networks,100.0,Software Engineering,100.0,Python,100.0,audit|solar|monitoring|power|sensor|efficiency|hvac|renewable|energy
DBM,1,3,Data Science & Analytics,Computer Networks,82.3,Python,78.8,Engineering Mathematics-III,78.0,Microcontroller & Embedded Systems,75.2,Java,69.8,ecommerce|dashboard|agile|crm|analytics|react|web
RE,1,1,Network & Wireless Systems,C++,77.6,Digital Logic & Design,72.7,Python,71.9,Engineering Mathematics-IV,69.0,Engineering Mathematics-III,68.9,statistics|fault tree|reliability
CSL,1,3,Network & Wireless Systems,Engineering Mathematics-IV,97.16631847697178,Computer Networks,93.8,Digital Logic & Design,91.6,Cryptography & Network Security,91.6,Automata Theory,87.3,vulnerability|audit|authentication|phishing|security|cyber|fmea|firewall|forensics|encryption
EAM,1,1,Mobile & IoT Development,Database Management Systems,67.13819822632607,Microcontroller & Embedded Systems,45.4,Digital Logic & Design,44.1,Software Engineering,41.83622299898626,Artificial Intelligence,35.7,monitoring|power|iot|efficiency|hvac|renewable
OR,1,1,Data Science & Analytics,Data Structures and Algorithms,67.6,Cryptography & Network Security,52.3,Design & Analysis of Algorithms,52.0,Computer Networks,44.8,Microcontroller & Embedded Systems,43.0,simplex|scheduling|simulation|linear programming|queuing
CSL,1,2,Network & Wireless Systems,Computer Networks,57.0,Digital Logic & Design,53.3,C++,51.5,Artificial Intelligence,46.6,Engineering Mathematics-IV,45.8,vulnerability|statistics|authentication|security|cyber|network security|forensics|encryption
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,C++,78.2,Operating Systems,76.9,Full Stack Development,76.8,Digital Logic & Design,75.7,Automata Theory,75.2,weibull|seo|reliability
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,Design & Analysis of Algorithms,43.4,Data Structures and Algorithms,43.1,Database Management Systems,40.6,Python,35.2,Automata Theory,25.5,
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,62.1,IoT,52.3,Data Structures and Algorithms,50.6,Artificial Intelligence,49.9,Computer Networks,47.8,weibull|kpi|statistics|quality|simulation|testing|probability|risk|reliability
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-IV,55.022148125140475,Operating Systems,52.1,C++,51.8,Engineering Mathematics-III,51.457807524846665,Microcontroller & Embedded Systems,50.8,vulnerability|authentication|phishing|security|cyber|agile|firewall|network security|forensics|encryption
DBM,2,2,Data Science & Analytics|Cloud & Distributed Systems,Full Stack Development,92.3,Python,84.3,Database Management Systems,82.9,Engineering Mathematics-III,77.1,Artificial Intelligence,73.6,ecommerce|digital marketing|power|dashboard|crm|analytics|react|seo
OR,1,1,Data Science & Analytics,Cryptography & Network Security,94.4,Engineering Mathematics-III,91.4,Engineering Mathematics-IV,89.2,Operating Systems,85.8,Design & Analysis of Algorithms,85.4,simplex|scheduling|simulation|optimization|scipy
DBM,3,4,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Design & Analysis of Algorithms,82.8,Full Stack Development,74.3,Database Management Systems,71.0,Software Engineering,67.6,Operating Systems,60.6,kpi|ecommerce|monitoring|digital marketing|dashboard|agile|analytics|react|seo|web
DBM,3,2,Web Development|Data Science & Analytics|Cloud & Distributed Systems,Database Management Systems,90.9,Software Engineering,83.7,Python,77.5,Engineering Mathematics-III,77.35727648954767,Digital Logic & Design,69.4,supply chain|probability|dashboard|analytics|react|web
EAM,1,3,Mobile & IoT Development,Engineering Mathematics-III,64.4,Operating Systems,43.2,Digital Logic & Design,42.7,IoT,38.6,Java,37.5,monitoring|power|sensor|iot|efficiency|hvac|optimization|encryption
OR,2,2,Data Science & Analytics|Web Development,C++,66.8,Computer Networks,62.3,Engineering Mathematics-III,55.0,Design & Analysis of Algorithms,53.0,Engineering Mathematics-IV,49.5,simplex|supply chain|queuing|crm|inventory|network security|scipy
OR,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-IV,84.6,Engineering Mathematics-III,76.2,Computer Networks,73.8,Design & Analysis of Algorithms,73.4,Python,71.6,supply chain|simplex|fault tree|scheduling|linear programming|simulation|inventory|optimization|scipy
OR,1,3,Data Science & Analytics,Database Management Systems,50.8,Engineering Mathematics-IV,48.3,Java,46.2,C++,45.6,Data Structures and Algorithms,36.8,simplex|supply chain|linear programming|simulation|queuing|inventory|probability|optimization
RE,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,68.7,Software Engineering,58.0,Database Management Systems,55.0,Cryptography & Network Security,54.9,Engineering Mathematics-III,51.9,weibull|fault tree|simulation|fmea|risk
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,C++,30.2,Cryptography & Network Security,25.3,Engineering Mathematics-IV,24.8,IoT,24.2,Artificial Intelligence,22.0,vulnerability|simplex|scheduling|simulation|security|queuing|inventory|optimization|scipy
EAM,2,4,Mobile & IoT Development|Network & Wireless Systems,Database Management Systems,87.6,IoT,82.7,Artificial Intelligence,81.1,Software Engineering,78.1,Java,77.7,audit|solar|monitoring|power|iot|sensor|efficiency|hvac|renewable|energy
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Cryptography & Network Security,74.7,Database Management Systems,70.0,Data Structures and Algorithms,67.5,Microcontroller & Embedded Systems,64.0,Engineering Mathematics-III,63.5,simulation|linear programming|queuing|optimization|inventory|scipy
CSL,1,1,Network & Wireless Systems,Cryptography & Network Security,90.7,Full Stack Development,86.2,Data Structures and Algorithms,75.1,Java,71.1,Computer Networks,70.6,authentication|forensics
CSL,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Design & Analysis of Algorithms,56.2,IoT,39.2,Automata Theory,36.7,Cryptography & Network Security,33.8,C++,33.5,authentication|phishing|security|network security|forensics
