student_id,archetype,semester,current_cgpa,current_sgpa,previous_sgpa,sgpa_trend,attendance,assignment_completion,quiz_average,lab_performance,project_score,study_hours,participation_score,extracurricular,dept_avg,num_subjects,num_backlogs,num_strong_subjects,num_weak_subjects,avg_subject_score,min_subject_score,max_subject_score,std_subject_score,practical_avg,theory_avg,credits_completed_ratio,next_sgpa
STU_00131,strong,6,7.87,7.0,8.33,-1.33,96.3,90.7,72.7,81.2,62.7,8.4,66.1,30.9,6.75,4,0,1,0,67.9,59.7,73.5,5.0,67.3,69.4,0.62,8.67
STU_00132,struggling,5,0.2,0.0,0.91,-0.91,50.5,24.8,2.4,21.1,29.6,0.8,48.9,0.0,4.9,4,4,0,4,5.6,2.0,14.2,5.0,8.1,3.1,0.5,0.0
STU_00133,strong,3,6.99,7.89,6.53,1.36,84.3,84.6,67.2,82.0,63.1,8.0,48.4,48.8,8.5,6,0,3,0,72.5,58.5,86.8,11.2,84.1,66.7,0.25,8.18
STU_00134,improving,4,3.6,5.73,1.05,4.68,72.9,82.4,55.0,64.5,74.4,5.1,32.8,23.4,7.01,7,0,1,2,55.7,42.5,70.7,8.8,62.0,53.2,0.38,8.33
STU_00135,above_avg,4,6.34,5.86,6.58,-0.72,83.5,76.9,61.9,92.3,77.5,6.0,83.0,62.1,6.82,7,1,2,1,61.7,36.5,87.1,15.1,73.8,56.9,0.38,4.11
STU_00136,average,5,6.03,7.44,4.41,3.03,79.6,56.1,72.4,82.0,52.4,2.3,36.3,40.5,7.09,4,0,2,0,69.1,55.1,77.7,8.6,66.4,71.8,0.5,6.12
STU_00137,average,4,4.01,3.73,4.47,-0.74,70.3,69.8,44.6,81.0,40.0,4.9,36.5,34.0,6.48,7,2,1,3,48.1,26.6,73.4,14.2,62.9,42.2,0.38,0.67
STU_00138,above_avg,5,5.79,6.22,4.86,1.36,75.1,83.8,46.5,80.4,60.9,6.9,57.2,21.6,4.57,4,0,0,0,58.5,52.4,64.6,5.3,63.8,53.2,0.5,8.5
STU_00139,inconsistent,4,2.4,2.77,2.16,0.61,51.4,56.4,38.9,38.7,27.5,7.3,39.7,60.3,6.65,7,3,0,5,38.5,13.9,68.8,17.9,44.9,36.0,0.38,1.11
STU_00140,above_avg,4,6.65,6.36,6.32,0.04,74.8,71.1,68.8,100.0,67.4,4.7,30.1,53.3,6.55,7,0,1,1,61.8,49.7,76.0,9.1,72.4,57.6,0.38,7.11
STU_00141,failing,4,0.0,0.0,0.0,0.0,30.2,18.4,6.3,5.6,13.8,0.2,41.0,22.9,6.77,7,7,0,7,7.9,2.0,26.7,9.1,14.3,5.3,0.38,0.0
STU_00142,average,5,0.76,0.0,1.73,-1.73,80.5,74.0,39.5,40.6,57.1,5.5,45.6,55.4,7.79,4,4,0,4,35.4,29.6,39.0,3.8,34.1,36.6,0.5,3.25
STU_00143,struggling,6,0.54,0.0,0.44,-0.44,39.1,11.9,17.2,17.4,23.0,2.4,40.7,0.0,4.79,4,4,0,4,11.5,2.0,32.4,12.3,12.6,8.2,0.62,0.83
STU_00144,average,4,0.37,0.5,0.84,-0.34,76.4,54.6,29.5,45.0,62.7,2.7,59.3,53.9,6.49,7,5,0,6,33.4,13.2,55.1,13.3,51.2,26.3,0.38,0.0
STU_00145,improving,4,4.28,6.09,1.26,4.83,78.8,79.9,53.8,80.0,70.7,8.4,39.4,0.0,5.88,7,0,0,1,57.6,48.6,66.4,5.8,62.4,55.8,0.38,7.33
STU_00146,topper,4,9.11,9.64,8.95,0.69,93.4,97.0,80.7,100.0,87.2,10.0,78.1,64.2,5.04,7,0,7,0,91.1,70.5,98.4,9.4,98.1,88.4,0.38,10.0
STU_00147,strong,5,7.37,8.56,5.95,2.61,91.1,88.6,77.2,71.4,80.9,6.0,89.4,52.9,6.88,4,0,3,0,76.5,65.9,84.0,6.9,82.5,70.6,0.5,10.0
STU_00148,strong,5,6.59,6.0,6.77,-0.77,79.0,74.2,52.3,80.8,63.6,8.5,66.5,29.0,5.14,4,0,1,1,60.8,48.4,72.0,9.3,69.5,52.0,0.5,6.62
STU_00149,average,3,2.58,1.58,3.68,-2.1,77.2,74.9,34.4,50.5,48.6,3.8,71.9,34.2,6.33,6,4,0,5,36.2,12.5,60.4,14.1,49.5,29.6,0.25,1.36
STU_00150,strong,3,7.68,7.79,8.63,-0.84,90.6,88.3,76.4,86.2,77.9,9.6,65.2,55.4,6.36,6,0,3,0,72.5,56.9,88.7,11.5,80.8,68.3,0.25,9.73
STU_00151,topper,7,9.99,9.83,10.0,-0.17,89.6,90.0,88.4,89.1,83.0,11.1,94.4,44.2,6.97,3,0,3,0,88.5,79.5,93.2,6.4,86.3,92.8,0.75,10.0
STU_00152,failing,3,0.0,0.0,0.21,-0.21,17.5,7.0,5.3,0.0,30.0,0.7,1.9,40.7,5.11,6,6,0,6,2.0,2.0,2.0,0.0,2.0,2.0,0.25,0.0
STU_00153,failing,4,0.0,0.0,0.0,0.0,19.0,8.2,11.2,10.0,39.3,1.6,35.5,26.2,5.04,7,7,0,7,9.8,2.0,20.1,7.4,14.5,7.9,0.38,0.0
STU_00154,average,6,5.11,6.0,4.11,1.89,75.3,60.4,54.8,56.6,47.9,5.9,25.7,36.0,5.52,4,0,0,0,55.9,51.8,59.7,3.5,56.8,52.9,0.62,6.83
STU_00155,topper,3,9.4,10.0,9.37,0.63,92.5,93.7,100.0,100.0,65.4,11.7,91.6,40.5,7.33,6,0,6,0,93.7,87.2,100.0,4.8,100.0,90.6,0.25,9.45
STU_00156,average,6,3.55,2.5,4.44,-1.94,64.5,49.8,39.1,60.9,47.1,4.5,53.1,0.0,6.65,4,1,0,3,41.2,23.1,53.9,11.2,47.3,23.1,0.62,5.67
STU_00157,average,5,1.5,1.33,2.73,-1.4,67.5,68.8,42.1,51.6,60.6,3.1,55.1,55.6,6.01,4,2,0,2,45.2,26.3,58.9,13.8,58.4,32.0,0.5,2.12
STU_00158,struggling,6,0.0,0.0,0.0,0.0,53.3,30.3,16.1,18.8,38.7,0.4,24.2,0.0,6.42,4,4,0,4,10.6,2.0,19.2,7.7,13.4,2.0,0.62,0.0
STU_00159,average,3,0.72,2.37,0.0,2.37,83.7,67.1,46.1,54.4,33.1,2.3,21.9,27.1,7.39,6,3,0,3,41.2,8.5,64.5,20.0,62.8,30.4,0.25,3.64
STU_00160,below_avg,6,2.51,2.0,3.67,-1.67,54.1,42.6,40.2,40.3,38.0,1.5,51.9,36.1,6.89,4,3,0,4,33.8,23.9,41.3,7.1,31.3,41.3,0.62,1.17
STU_00161,average,4,2.07,0.64,4.05,-3.41,68.9,57.5,44.4,61.2,25.4,4.8,62.2,13.3,6.05,7,5,1,6,32.7,2.0,76.0,21.4,61.1,21.3,0.38,3.33
STU_00162,average,4,4.0,3.45,3.89,-0.44,67.3,71.9,52.3,70.9,34.9,3.2,45.7,10.2,6.22,7,2,0,3,48.3,25.6,59.2,12.3,57.6,44.6,0.38,0.67
STU_00163,failing,6,0.3,0.0,0.0,0.0,31.2,8.1,21.4,25.8,30.5,1.0,31.3,7.5,6.15,4,4,0,4,25.1,12.4,33.7,8.4,25.9,22.5,0.62,0.0
STU_00164,strong,7,8.99,8.17,9.88,-1.71,79.2,86.3,77.8,66.4,52.3,7.2,75.7,6.5,6.47,3,0,3,0,74.1,72.0,77.5,2.4,74.8,72.7,0.75,6.67
STU_00165,average,5,1.39,0.78,1.27,-0.49,73.8,63.0,43.9,68.2,40.3,2.8,29.7,24.1,5.99,4,3,0,3,44.2,31.8,69.2,14.7,52.7,35.8,0.5,2.62
STU_00166,below_avg,4,0.35,0.0,0.0,0.0,68.1,46.6,21.5,30.8,55.5,3.2,55.9,24.1,6.41,7,7,0,7,22.8,14.6,38.1,8.2,32.5,19.0,0.38,0.0
STU_00167,below_avg,5,0.0,0.44,0.0,0.44,50.6,60.9,16.2,33.0,46.2,2.8,2.9,9.2,7.6,4,3,0,4,17.3,2.0,41.4,16.5,32.6,2.0,0.5,1.62
STU_00168,topper,6,10.0,10.0,10.0,0.0,95.1,92.0,86.5,97.2,80.3,8.6,100.0,62.6,4.77,4,0,4,0,96.4,88.8,100.0,4.6,95.2,100.0,0.62,10.0
STU_00169,average,4,5.06,5.18,5.79,-0.61,78.7,57.3,60.4,56.8,58.8,4.7,79.6,45.2,6.71,7,1,1,2,53.3,37.7,70.5,10.6,49.8,54.8,0.38,2.89
STU_00170,above_avg,4,7.41,7.27,6.79,0.48,77.9,64.2,57.5,80.3,72.6,4.1,55.7,26.0,7.48,7,0,3,0,71.4,54.9,92.7,11.9,87.5,65.0,0.38,8.33
STU_00171,above_avg,5,5.95,6.44,5.27,1.17,72.8,56.8,62.8,77.9,76.8,6.7,66.6,40.7,6.27,4,0,1,0,62.9,55.4,75.7,7.8,69.1,56.6,0.5,7.25
STU_00172,below_avg,5,2.29,1.11,2.45,-1.34,55.4,45.0,29.9,62.9,47.0,2.8,55.6,92.1,5.27,4,2,0,3,35.5,24.1,52.1,11.9,46.8,24.2,0.5,3.0
STU_00173,strong,3,8.05,7.47,7.58,-0.11,85.1,82.0,63.2,70.6,68.7,8.9,44.8,32.6,6.71,6,0,3,0,69.3,55.9,79.6,8.0,75.6,66.2,0.25,7.45
STU_00174,topper,3,8.96,8.53,9.79,-1.26,93.8,90.0,70.1,77.5,83.2,8.6,70.1,36.4,4.97,6,0,5,0,77.0,58.6,86.1,9.4,85.9,72.6,0.25,9.64
STU_00175,below_avg,3,0.15,0.0,0.0,0.0,66.8,57.7,27.4,31.1,21.4,2.2,46.6,0.0,6.44,6,6,0,6,25.5,6.6,36.3,9.9,29.1,23.7,0.25,0.0
STU_00176,average,4,2.28,3.09,1.26,1.83,63.6,74.0,41.0,62.5,73.0,2.7,53.6,54.3,5.95,7,3,1,5,46.6,35.5,72.3,12.5,54.5,43.4,0.38,4.11
STU_00177,average,5,2.91,3.0,3.14,-0.14,81.4,72.6,52.2,59.3,30.1,2.1,54.2,22.4,6.06,4,1,0,2,47.7,25.0,59.1,13.7,58.6,36.8,0.5,5.38
STU_00178,topper,3,9.64,10.0,9.37,0.63,95.0,96.7,93.5,100.0,67.8,12.1,74.9,39.4,6.34,6,0,6,0,87.5,81.4,91.2,4.3,90.1,86.2,0.25,10.0
STU_00179,strong,3,6.78,8.05,5.68,2.37,88.3,81.4,73.6,71.1,55.5,7.9,69.6,29.8,5.15,6,0,5,0,73.8,69.5,77.4,2.8,74.5,73.5,0.25,8.18
STU_00180,strong,5,8.03,7.67,8.64,-0.97,86.5,75.7,76.6,95.2,60.6,6.0,65.9,65.0,5.61,4,0,2,0,78.4,66.4,97.2,12.0,88.8,68.0,0.5,7.62
STU_00181,average,5,5.16,4.89,5.55,-0.66,80.0,65.4,41.9,50.7,63.6,4.3,54.5,29.1,6.56,4,0,0,3,44.2,40.4,51.5,4.5,42.4,46.0,0.5,5.38
STU_00182,inconsistent,6,0.0,0.0,0.0,0.0,60.8,94.8,28.0,33.7,64.0,3.6,41.9,33.1,5.9,4,4,0,4,24.2,14.3,29.9,6.4,22.3,29.9,0.62,4.83
STU_00183,below_avg,4,1.48,1.5,1.53,-0.03,47.3,55.1,37.3,41.4,39.0,2.8,67.6,0.0,6.26,7,4,0,6,35.3,16.1,53.4,13.0,44.5,31.7,0.38,0.44
STU_00184,below_avg,3,2.66,1.58,3.05,-1.47,66.5,42.4,34.4,40.3,57.4,3.9,36.6,52.4,5.8,6,3,0,5,39.3,29.8,52.4,7.7,48.6,34.6,0.25,2.36
STU_00185,average,3,4.23,5.21,3.05,2.16,75.2,70.8,62.5,82.4,53.0,5.2,60.4,34.3,4.56,6,0,1,3,54.2,40.9,83.7,14.7,71.8,45.4,0.25,5.91
STU_00186,strong,4,9.89,9.18,10.0,-0.82,88.6,82.7,77.6,80.3,70.2,6.4,84.9,70.4,4.85,7,0,7,0,79.9,74.7,87.2,4.6,77.5,80.8,0.38,10.0
STU_00187,below_avg,3,1.81,0.63,2.21,-1.58,70.1,30.6,25.8,47.1,44.3,1.0,27.1,30.2,5.89,6,4,0,6,25.1,6.5,40.5,11.9,40.2,17.4,0.25,0.23
STU_00188,above_avg,5,5.02,3.0,6.36,-3.36,82.1,70.7,49.1,68.8,65.6,6.0,64.7,47.9,5.14,4,1,0,3,49.5,34.7,65.7,11.0,57.2,41.8,0.5,2.75
STU_00189,inconsistent,4,6.83,5.68,9.79,-4.11,48.5,45.4,53.1,61.5,79.6,5.5,77.2,45.7,6.33,7,0,1,3,55.4,41.8,82.8,13.9,61.0,53.1,0.38,3.56
STU_00190,average,3,0.26,0.84,0.0,0.84,76.8,63.6,36.8,42.5,33.9,3.6,63.3,53.4,5.27,6,4,0,5,38.1,27.1,54.8,8.9,48.9,32.8,0.25,1.32
STU_00191,above_avg,6,5.43,5.38,5.67,-0.29,81.7,71.2,60.1,71.0,56.1,4.3,41.2,68.8,5.11,4,0,0,1,59.6,41.8,69.7,11.1,65.5,41.8,0.62,7.67
STU_00192,topper,3,9.29,9.37,9.79,-0.42,92.0,94.7,87.2,100.0,60.3,8.3,62.3,55.4,5.53,6,0,6,0,84.5,70.7,99.8,9.0,94.8,79.3,0.25,9.45
STU_00193,above_avg,5,5.78,5.78,5.36,0.42,82.6,70.6,46.0,58.2,51.1,6.2,41.0,0.0,5.48,4,0,0,2,55.6,43.8,67.0,9.8,57.7,53.6,0.5,8.12
STU_00194,below_avg,3,3.01,2.89,2.63,0.26,55.8,42.3,48.3,80.4,36.2,1.9,50.2,24.6,6.09,6,2,0,4,45.8,21.3,65.4,13.9,61.2,38.0,0.25,0.95
STU_00195,strong,3,8.11,8.47,7.53,0.94,80.4,79.7,67.1,82.9,58.7,8.7,81.1,71.3,5.09,6,0,5,0,75.9,66.8,84.6,5.9,82.2,72.8,0.25,9.05
STU_00196,average,7,2.3,4.17,1.38,2.79,73.6,65.0,45.7,51.6,51.5,4.7,49.7,40.8,6.06,3,1,1,2,52.6,39.5,77.3,17.5,58.4,41.1,0.75,2.5
STU_00197,average,7,0.51,0.67,0.62,0.05,65.7,61.6,25.8,23.4,45.7,2.1,55.6,53.1,5.7,3,2,0,3,29.9,23.1,40.4,7.5,33.4,23.1,0.75,1.0
STU_00198,above_avg,4,7.01,7.14,6.95,0.19,82.0,76.2,74.6,94.0,80.6,5.4,84.5,40.6,6.02,7,0,2,0,68.9,63.1,77.7,4.9,75.7,66.1,0.38,6.56
STU_00199,below_avg,3,1.35,1.74,1.05,0.69,53.4,34.3,30.4,60.3,42.0,3.0,45.7,50.2,6.51,6,3,0,5,28.7,2.8,54.6,20.7,51.9,17.1,0.25,2.41
STU_00200,average,5,2.86,1.44,4.82,-3.38,73.1,53.2,45.4,84.6,53.4,2.2,57.4,14.7,6.87,4,2,0,2,47.8,27.0,69.7,16.3,62.9,32.7,0.5,3.38
STU_00201,average,6,4.8,5.75,3.44,2.31,71.1,64.5,62.8,66.3,42.5,5.8,57.8,19.1,6.3,4,0,0,2,56.5,48.5,66.5,7.8,58.9,49.3,0.62,8.5
STU_00202,below_avg,3,0.0,0.0,0.0,0.0,60.5,42.8,18.2,45.3,43.3,3.0,50.3,19.9,6.37,6,6,0,6,23.3,4.0,39.1,13.0,38.2,15.8,0.25,2.45
STU_00203,strong,3,6.91,6.89,7.42,-0.53,86.9,78.6,71.8,93.9,71.4,8.3,49.7,61.4,5.26,6,0,1,0,66.3,59.4,72.8,4.0,69.9,64.6,0.25,8.86
STU_00204,above_avg,3,6.51,6.74,7.47,-0.73,80.7,70.2,59.7,94.3,82.1,6.2,59.8,50.7,6.13,6,0,3,1,63.0,43.3,79.5,12.5,70.9,59.0,0.25,6.59
STU_00205,strong,7,7.26,6.0,8.12,-2.12,79.0,99.8,54.7,81.0,67.3,8.2,73.3,17.5,5.23,3,0,1,1,63.5,47.3,76.3,12.1,71.7,47.3,0.75,8.33
STU_00206,strong,3,8.94,8.95,8.21,0.74,87.8,86.2,71.6,98.4,100.0,5.2,83.4,66.9,5.31,6,0,6,0,79.1,70.3,89.2,7.3,84.2,76.5,0.25,9.82
STU_00207,struggling,3,0.0,0.0,0.0,0.0,41.8,24.7,15.2,17.6,42.1,1.0,17.6,0.0,4.94,6,6,0,6,6.4,2.0,28.3,9.8,15.2,2.0,0.25,0.0
STU_00208,struggling,6,0.0,0.0,0.0,0.0,29.2,48.4,10.5,5.3,34.0,0.7,38.8,18.9,7.04,4,4,0,4,7.5,2.0,12.1,3.9,9.4,2.0,0.62,0.67
STU_00209,strong,4,7.88,7.18,8.11,-0.93,72.2,85.0,60.9,79.4,71.5,5.8,68.0,7.0,7.8,7,0,3,0,68.7,58.7,81.9,7.6,77.5,65.2,0.38,10.0
STU_00210,above_avg,3,5.89,6.21,5.68,0.53,82.6,77.4,49.1,51.0,46.6,6.4,51.1,45.3,6.78,6,0,0,0,55.8,51.0,64.6,4.8,52.3,57.5,0.25,6.0
STU_00211,above_avg,5,6.82,6.22,7.0,-0.78,71.0,85.1,60.0,63.7,59.8,7.3,50.3,20.8,5.13,4,0,0,0,60.5,54.3,67.1,5.6,65.9,55.0,0.5,9.0
STU_00212,below_avg,3,1.57,1.53,1.37,0.16,60.7,47.4,31.1,28.1,31.3,3.6,20.1,11.1,7.05,6,4,0,5,33.9,19.9,58.7,14.1,33.6,34.1,0.25,0.91
STU_00213,struggling,6,0.07,0.0,0.0,0.0,33.7,28.8,16.7,26.3,45.6,1.4,40.7,14.0,4.33,4,4,0,4,12.4,2.0,23.0,10.5,15.9,2.0,0.62,0.67
STU_00214,average,5,3.49,4.78,2.05,2.73,75.4,56.8,54.2,68.3,50.6,2.7,47.1,46.2,6.06,4,0,1,2,56.4,43.1,71.8,13.3,69.6,43.2,0.5,6.38
STU_00215,strong,3,7.41,7.63,6.16,1.47,84.9,85.1,70.5,85.8,58.2,7.1,68.4,36.4,6.59,6,0,3,0,72.1,59.0,83.0,7.9,79.2,68.6,0.25,8.36
STU_00216,average,7,3.73,3.5,4.38,-0.88,58.9,61.8,48.4,52.5,34.6,4.4,54.4,0.0,5.22,3,1,0,3,42.9,39.8,48.4,3.9,44.1,40.4,0.75,1.67
STU_00217,topper,5,10.0,10.0,10.0,0.0,96.4,98.8,75.7,62.8,82.0,10.1,77.3,52.3,6.95,4,0,4,0,88.1,83.2,100.0,6.9,91.6,84.6,0.5,10.0
STU_00218,above_avg,4,7.83,6.18,9.21,-3.03,84.4,60.8,66.6,100.0,61.8,6.7,80.4,45.9,6.15,7,0,2,1,65.4,43.9,94.1,18.3,93.2,54.2,0.38,6.67
STU_00219,improving,4,2.13,2.27,1.89,0.38,87.3,77.0,49.2,69.9,52.6,9.1,47.4,22.2,5.82,7,3,1,6,40.5,2.0,77.5,21.1,62.8,31.6,0.38,2.78
STU_00220,above_avg,3,5.96,5.32,6.58,-1.26,70.8,85.0,59.3,67.3,77.5,7.9,78.3,46.3,6.57,6,1,2,1,59.4,37.8,76.8,13.7,75.7,51.3,0.25,6.27
STU_00221,average,7,4.96,6.5,3.38,3.12,76.0,56.7,62.2,80.0,64.9,2.4,54.3,50.8,6.04,3,0,1,0,64.1,57.6,76.9,9.0,67.4,57.6,0.75,6.67
STU_00222,average,7,1.31,1.67,1.38,0.29,67.8,68.5,39.4,50.0,55.8,3.6,47.5,41.1,7.01,3,1,0,2,41.6,31.0,53.5,9.2,46.9,31.0,0.75,4.67
STU_00223,below_avg,4,0.76,0.18,1.26,-1.08,51.6,41.9,21.1,14.9,22.2,2.4,56.1,25.6,7.34,7,6,0,7,19.2,2.0,41.9,14.0,22.6,17.9,0.38,0.0
STU_00224,inconsistent,3,5.85,6.26,5.26,1.0,66.8,40.5,63.0,70.4,71.9,5.2,88.5,48.4,6.61,6,1,2,2,63.7,39.1,90.8,16.5,57.6,66.7,0.25,3.5
STU_00225,above_avg,6,6.82,7.0,6.89,0.11,89.4,64.1,66.6,68.2,70.4,6.2,81.2,23.0,6.57,4,0,1,0,64.3,52.2,81.9,11.0,64.5,63.6,0.62,6.83
STU_00226,struggling,5,0.33,0.0,0.18,-0.18,41.6,18.4,4.9,14.0,28.5,0.4,0.0,0.0,5.02,4,4,0,4,4.9,2.0,13.6,5.0,7.8,2.0,0.5,0.0
STU_00227,average,4,1.31,2.27,0.84,1.43,74.9,68.2,45.7,67.1,57.4,2.1,80.4,32.2,5.97,7,3,0,5,37.8,8.0,55.7,16.2,50.2,32.8,0.38,1.11
STU_00228,average,4,2.09,3.18,0.79,2.39,81.1,57.0,40.1,52.4,53.0,3.7,60.0,13.2,6.39,7,2,0,5,42.8,31.3,53.8,8.2,48.1,40.6,0.38,1.44
STU_00229,strong,3,6.79,6.74,6.89,-0.15,79.5,78.8,60.0,92.2,64.7,6.0,39.4,67.4,6.74,6,0,2,0,63.0,51.0,72.0,7.2,71.4,58.8,0.25,6.0
STU_00230,struggling,5,0.05,0.0,0.0,0.0,42.7,28.7,19.7,41.9,22.3,1.2,38.0,0.0,5.47,4,4,0,4,14.8,2.0,35.5,14.0,27.7,2.0,0.5,1.0
STU_00231,struggling,4,0.18,0.0,0.53,-0.53,40.7,33.6,9.2,0.0,16.8,2.8,40.7,0.0,7.03,7,7,0,7,6.0,2.0,13.6,5.0,13.4,3.0,0.38,0.0
STU_00232,average,4,2.84,3.68,1.79,1.89,78.5,45.7,43.7,74.0,54.4,3.9,50.1,11.5,6.39,7,2,0,3,46.2,23.0,61.6,12.8,57.0,41.9,0.38,2.56
STU_00233,topper,5,8.25,7.56,9.64,-2.08,94.4,84.3,63.2,78.4,79.2,12.0,68.7,42.7,4.7,4,0,2,0,70.2,63.6,77.7,5.1,73.2,67.3,0.5,10.0
STU_00234,average,3,4.3,4.0,5.37,-1.37,77.9,58.4,53.2,39.3,54.6,5.2,44.7,61.5,6.81,6,3,1,4,43.9,28.3,77.3,17.8,30.1,50.8,0.25,2.45
STU_00235,average,7,4.29,5.33,3.62,1.71,79.4,42.6,58.9,47.0,52.0,5.7,69.9,41.1,6.08,3,0,0,2,51.2,45.0,62.3,7.9,53.6,46.3,0.75,5.83
STU_00236,topper,5,9.16,10.0,9.82,0.18,95.0,87.3,90.1,100.0,65.5,13.3,100.0,70.2,6.33,4,0,4,0,96.5,86.1,100.0,6.0,100.0,93.0,0.5,10.0
STU_00237,inconsistent,4,4.7,2.23,7.53,-5.3,46.4,85.1,36.6,65.6,59.3,1.3,51.1,26.9,7.18,7,3,1,6,41.4,24.8,74.8,16.4,61.3,33.5,0.38,3.11
STU_00238,above_avg,6,6.73,7.38,7.0,0.38,87.2,66.4,70.1,76.5,82.1,5.9,80.8,65.2,6.88,4,0,1,0,69.1,60.6,83.6,8.9,71.9,60.6,0.62,8.67
STU_00239,above_avg,4,4.63,2.64,6.21,-3.57,87.7,79.4,46.1,74.5,79.3,7.6,36.8,25.9,5.53,7,3,1,4,46.3,29.0,71.6,12.8,61.9,40.1,0.38,7.22
STU_00240,inconsistent,6,2.6,4.0,1.22,2.78,81.0,70.5,54.2,56.1,70.0,5.2,76.1,13.4,5.4,4,1,0,3,49.1,37.3,62.0,8.8,49.3,48.4,0.62,0.83
STU_00241,topper,5,10.0,10.0,9.64,0.36,94.0,92.1,90.1,100.0,80.6,12.9,71.4,61.7,5.14,4,0,4,0,94.9,90.7,100.0,3.3,95.3,94.4,0.5,10.0
STU_00242,average,5,2.92,4.33,1.36,2.97,73.0,60.6,49.9,44.5,35.0,3.6,26.6,22.1,5.24,4,0,0,3,47.0,41.9,61.0,8.1,51.8,42.2,0.5,5.62
STU_00243,improving,3,4.71,6.79,1.68,5.11,85.7,70.8,60.5,59.7,59.8,6.1,44.8,20.6,6.61,6,0,1,1,61.5,42.2,81.7,12.1,64.5,60.0,0.25,7.32
STU_00244,topper,7,9.64,9.83,10.0,-0.17,95.2,77.2,82.0,84.0,90.7,11.4,68.7,38.6,5.68,3,0,3,0,87.6,76.8,96.2,8.1,83.3,96.2,0.75,10.0
STU_00245,strong,3,8.65,8.21,9.79,-1.58,84.1,85.0,72.4,73.8,70.3,8.9,90.2,39.8,6.55,6,0,4,0,71.0,60.6,80.2,6.5,72.4,70.3,0.25,9.64
STU_00246,below_avg,5,2.04,2.44,0.5,1.94,60.0,45.4,33.1,45.7,20.8,3.9,42.2,58.8,6.53,4,2,0,3,40.0,27.9,55.8,10.2,45.7,34.3,0.5,3.12
STU_00247,struggling,3,0.0,0.0,0.26,-0.26,58.0,14.6,14.5,0.0,26.1,2.6,55.9,18.5,7.09,6,6,0,6,9.5,2.0,20.6,7.5,2.0,13.2,0.25,0.0
STU_00248,above_avg,6,7.71,7.5,7.11,0.39,87.0,56.9,71.9,74.9,68.3,5.2,55.8,36.9,4.76,4,0,2,0,69.7,51.3,87.4,13.1,70.9,66.0,0.62,9.67
STU_00249,average,4,2.87,2.59,4.37,-1.78,85.0,59.1,40.5,58.6,45.7,6.0,90.4,32.1,5.93,7,3,0,4,45.3,23.5,68.5,16.3,63.2,38.2,0.38,4.78
STU_00250,average,5,2.9,2.44,3.64,-1.2,76.6,53.4,34.7,69.8,65.7,3.4,78.0,3.6,5.42,4,1,0,3,41.2,25.1,54.3,10.5,49.2,33.1,0.5,3.0
STU_00251,average,4,1.86,2.41,0.84,1.57,70.6,59.8,33.7,53.3,50.0,5.7,48.6,5.5,4.78,7,3,0,7,37.9,15.7,48.8,10.0,41.8,36.3,0.38,2.67
STU_00252,topper,4,9.74,10.0,10.0,0.0,95.2,91.1,88.7,94.4,75.8,8.2,55.2,33.0,4.97,7,0,7,0,89.2,80.3,97.1,6.5,94.2,87.2,0.38,10.0
STU_00253,failing,7,0.0,0.0,0.0,0.0,25.1,14.0,5.9,34.5,5.9,0.3,9.9,17.9,7.43,3,3,0,3,16.8,2.0,26.9,10.7,24.2,2.0,0.75,0.0
STU_00254,topper,3,9.87,9.58,10.0,-0.42,93.3,96.8,90.5,100.0,81.1,9.8,88.7,62.1,6.31,6,0,6,0,86.9,77.9,100.0,8.0,91.9,84.5,0.25,10.0
STU_00255,failing,7,0.0,0.0,0.0,0.0,20.3,18.3,13.2,19.8,21.6,0.4,48.1,2.0,6.71,3,3,0,3,9.9,2.0,25.6,11.1,13.8,2.0,0.75,0.0
STU_00256,strong,7,8.42,7.0,10.0,-3.0,86.1,85.2,68.9,86.9,83.8,6.7,65.1,28.3,6.25,3,0,2,0,70.2,56.7,78.1,9.6,77.0,56.7,0.75,9.33
STU_00257,above_avg,4,7.1,6.55,8.0,-1.45,86.5,83.5,63.7,88.5,74.8,5.4,99.3,20.5,5.85,7,0,1,1,63.0,45.9,77.2,9.5,71.8,59.4,0.38,6.44
STU_00258,improving,3,6.21,7.47,4.0,3.47,83.9,77.3,74.3,65.2,73.4,6.6,85.1,12.3,7.57,6,0,3,0,66.4,53.1,89.6,12.4,62.0,68.6,0.25,8.18
STU_00259,above_avg,3,5.58,6.16,4.95,1.21,80.1,70.8,62.2,79.8,47.1,6.4,75.0,46.4,7.35,6,0,0,1,59.0,48.2,65.3,6.0,64.2,56.4,0.25,8.0
STU_00260,struggling,7,0.0,0.0,0.0,0.0,48.9,43.8,5.5,12.0,31.3,2.1,26.8,0.0,6.53,3,3,0,3,2.7,2.0,4.1,1.0,3.0,2.0,0.75,0.83
STU_00261,average,5,0.66,0.67,0.0,0.67,71.3,49.4,26.4,49.7,51.0,3.4,49.8,29.4,5.7,4,3,0,3,31.2,12.7,52.2,15.0,44.9,17.5,0.5,2.0
STU_00262,strong,7,8.22,7.67,7.25,0.42,88.0,93.9,83.6,74.5,63.1,8.7,83.8,58.5,4.64,3,0,1,0,68.0,65.6,70.2,1.9,66.8,70.2,0.75,7.33
